rainy_024|ざ ・ ん ぞ お が す り ぬ け て ・|z a N z o o g a s u r i n u k e t e|G4 G4 G4 F4 E4 F4 E4 B3 D4 C4 C4 C4|0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.5294117647058824|0.048357 0.5236161 0.0868915 0.0702689 0.3044982 0.30903169999999996 0.09369179999999999 0.234985 0.1480934 0.24178519999999998 0.06497979999999999 0.29014219999999996 0.0770691 0.2788085 0.0944474 0.10729219999999999 0.0797172 0.6403493|1 1 0 0 0 0 0 0 0 0 1 1
rainy_025|あ め に ぬ れ た お お も か げ ・ ・|a m e n i n u r e t a o o m o k a g e|C4 D4 E4 F4 E4 D4 C4 B3 B3 C4 C4 C4 C4|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.7058823529411765 0.7058823529411765|0.1178703 0.046845899999999996 0.12240369999999999 0.06497979999999999 0.27503069999999996 0.0589351 0.3127252 0.034841 0.2591636 0.08915819999999999 0.3490774 0.3718088 0.29612289999999997 0.056818299999999995 0.2340795 0.0959585 0.1768054 0.0596907 1.551113|0 0 0 0 0 0 0 0 0 0 1 1 1
rainy_026|か わ り ゆ く ・|k a w a r i y u k u|A3 B3 C4 A3 A3 A3|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826|0.0261337 0.14084919999999998 0.0589351 0.1050255 0.0355122 0.312054 0.06875769999999999 0.08386919999999999 0.0921806 0.450325|0 0 0 0 1 1
rainy_027|ま ち の ふ う け ・ い も ・|m a ch i n o f u u k e i m o|E4 D4 C4 B3 C4 B3 B3 G3 G3 G3|0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826|0.06271299999999999 0.24556309999999998 0.1375153 0.25085219999999997 0.06762209999999999 0.24745419999999999 0.1133368 0.3450913 0.1248787 0.0793358 0.4382357 0.18284999999999998 0.0570528 0.5806557|0 0 0 0 0 1 1 0 1 1
rainy_028|な が れ ゆ く ・|n a g a r e y u k u|A3 B3 C4 A3 A3 A3|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826|0.0400456 0.13373749999999998 0.055157199999999997 0.10552779999999999 0.0629663 0.2984536 0.0884027 0.06497979999999999 0.10880329999999999 0.48044329999999996|0 0 0 0 1 1
rainy_029|じ か ん も ・|j i k a N m o|B3 C4 D4 E4 E4|0.35294117647058826 0.35294117647058826 0.35294117647058826 0.7058823529411765 0.7058823529411765|0.0619575 0.2568968 0.0899138 0.34681069999999997 0.30903169999999996 0.0589351 1.3727992999999998|0 0 0 1 1
rainy_030|あ の ひ か ら ・ す べ て が ・ と まっ た ま ・ ま で|a n o h i k a r a s u b e t e g a t o m a cl t a m a m a d e|E4 F4 G4 C4 C4 C4 C4 B3 G3 G3 G3 G3 D4 C4 C4 C4 B3 C4|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.7058823529411765|0.1375153 0.0566684 0.1133368 0.07178 0.2553857 0.096714 0.1548937 0.0415568 0.3891231 0.1322263 0.2605918 0.0658182 0.2364961 0.1080478 0.1352486 0.0476015 0.41632389999999997 0.1065366 0.2395184 0.08991389999999999 0.20627299999999998 0.1382709 0.014355999999999999 0.1270137 0.061064299999999995 0.2750918 0.0778494 0.12691239999999998 0.0619575 0.693483|0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 1 0 0
rainy_031|こ こ ろ わ と ・ り の こ さ れ て ・ い る ・|k o k o r o w a t o r i n o k o s a r e t e i r u|A3 B3 C4 C4 C4 C4 A3 C4 D4 E4 C4 E4 E4 D4 D4 D4|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.7058823529411765 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.7058823529411765|0.0166227 0.08808959999999999 0.0849379 0.1193815 0.048357 0.2908978 0.052890599999999996 0.0989808 0.08764709999999999 0.49717079999999997 0.0634687 0.2636969 0.08235809999999999 0.26974159999999997 0.1080478 0.21458439999999998 0.1284484 0.28258639999999996 0.0672465 0.24524079999999998 0.06454649999999999 0.9867859 0.19493929999999998 0.046845899999999996 0.8762821|0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 1
rainy_032|お も い だ す ・|o m o i d a s u|A3 B3 C4 A3 A3 A3|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826|0.1421521 0.052135 0.1783166 0.27729739999999997 0.0642242 0.0861359 0.14356 0.46794349999999996|0 0 0 0 1 1
rainy_033|ゆ き の ふ る み ・ ち お ・|y u k i n o f u r u m i ch i o|E4 D4 C4 B3 C4 B3 B3 G3 G3 G3|0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.5294117647058824|0.0173783 0.24556309999999998 0.1118256 0.2795642 0.044579099999999997 0.2470743 0.12240369999999999 0.2984537 0.0385345 0.1382709 0.0506238 0.3490774 0.1934281 0.1381079 0.6650723|0 0 0 0 0 1 1 0 1 1
rainy_034|て お か さ ね ・|t e o k a s a n e|A3 B3 C4 A3 A3 A3|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826|0.0151116 0.1428044 0.12920389999999998 0.0884027 0.2516078 0.10502539999999999 0.13373749999999998 0.0596907 0.4979264|0 0 0 0 1 1
rainy_035|あ る い た ・|a r u i t a|B3 C4 D4 E4 E4|0.35294117647058826 0.35294117647058826 0.35294117647058826 0.7058823529411765 0.7058823529411765|0.3271656 0.0415568 0.3339659 0.2561412 0.08764709999999999 1.4310661999999998|0 0 0 1 1
rainy_036|そ れ だ け で ・ さ む さ も ・ な く な る よ ・ お な|s o r e d a k e d e s a m u s a m o n a k u n a r u y o o n a|E4 F4 G4 C4 C4 C4 C4 B3 G3 G3 G3 G3 G3 D4 C4 C4 C4 B3 C4|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.7058823529411765|0.0868915 0.1307151 0.0219555 0.1503165 0.0476015 0.2629414 0.0982252 0.1367598 0.046845899999999996 0.39819 0.1284484 0.3082761 0.0642242 0.20249509999999998 0.1299595 0.1420488 0.0589352 0.4374801 0.053646099999999995 0.0944473 0.0982253 0.0793357 0.0634687 0.3611666 0.0476015 0.1156035 0.0589352 0.3143207 0.1571604 0.0559128 0.6521344|0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0
rainy_037|ぬ く も り お ・ か ん じ て ・ い た ・ ・|n u k u m o r i o k a N j i t e i t a|A3 B3 C4 C4 C4 C4 C4 C4 B3 B3 B3 C4 C4 C4 C4|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.7058823529411765 0.5294117647058824|0.044579099999999997 0.0853804 0.0952029 0.12089259999999999 0.052135 0.3060094 0.0355122 0.1496046 0.42387959999999997 0.10351429999999999 0.3604111 0.3112985 0.0740467 0.0921806 0.08991389999999999 0.4881038 0.1382709 0.07631349999999999 1.3534235|0 0 0 0 1 1 0 0 0 1 1 0 1 1 1
rainy_038|と け い の ・ は り に ・あ し ぶ み し て ・|t o k e i n o h a r i n i gts a sh i b u m i sh i t e|C4 D4 E4 E4 E4 F4 E4 G3 D4 C4 B3 C4 D4 C4 C4|0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.7058823529411765 0.17647058823529413|0.012089299999999999 0.2440519 0.12542609999999998 0.3591765 0.16897299999999998 0.043067999999999995 0.4389913 0.10351429999999999 0.2984536 0.046845899999999996 0.28258639999999996 0.0732912 0.2644525 0.0831137 0.2576524 0.1420488 0.2395184 0.0672466 0.2908978 0.049868199999999994 0.2130732 0.1480934 0.2478299 0.0959585 0.7986466999999999|0 0 0 1 1 0 0 0 0 0 0 0 0 1 1
rainy_039|う つ む い て ・ う ご け な く な あ た ・|u ts u m u i t e u g o k e n a k u n a a t a|C4 D4 E4 D4 D4 D4 A3 C4 D4 E4 F4 E4 D4 D4 D4|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413|0.077101 0.13751539999999998 0.1103145 0.0491126 0.2727639 0.1533825 0.0914251 0.44654699999999997 0.34832179999999996 0.0846248 0.2765419 0.1020031 0.2364961 0.09369179999999999 0.2931646 0.0967141 0.2498667 0.059920499999999995 0.1734338 0.10537479999999999 0.0612019 0.4337022|0 0 0 0 1 1 0 0 0 0 0 0 0 1 1
rainy_040|ふ り や ま ・ な い ・ ・|f u r i y a m a n a i|C4 C5 B4 B4 B4 C5 C5 C5 C5|0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.7058823529411765 0.5294117647058824|0.0340011 0.2848532 0.0732911 0.3362326 0.0596907 0.1118257 0.044579099999999997 0.4416294 0.056883699999999995 0.1764706 1.4285476|0 0 0 1 1 0 1 1 1
rainy_041|あ ま お と が い ・ つ も ・|a m a o t o g a i ts u m o|A4 C5 D5 E5 B4 B4 B4 G4 G4 G4|0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.7058823529411765 0.17647058823529413|0.33925489999999997 0.044579099999999997 0.349833 0.28258639999999996 0.0853804 0.2848532 0.066491 0.1900055 0.232363 0.1397821 0.10124749999999999 0.0279564 0.963363|0 0 0 0 0 1 1 0 1 1
rainy_042|き み の ざ ん ぞ お お か た ど お た|k i m i n o z a N z o o o k a t a d o o t a|E4 F4 G4 G4 G4 G4 D5 B4 B4 B4 A4 B4 C5|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.7058823529411765 0.35294117647058826 0.35294117647058826 1.0588235294117647|0.0408013 0.0952029 0.0491126 0.13751539999999998 0.0317343 0.30525379999999996 0.0755579 0.3294323 0.27351949999999997 0.0816025 0.28712 0.4110348 0.3402943 0.0574357 0.2422452 0.11484799999999999 0.6301527 0.0596907 0.3384993 0.2395184 0.13373749999999998 0.9966084|0 0 0 0 0 0 0 0 0 0 0 0 0
rainy_043|た だ あ い た ・ く て ・|t a d a a i t a k u t e|A4 C5 E5 D5 D5 D5 A4 A4 A4|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.7058823529411765 0.17647058823529413|0.025247199999999997 0.1379579 0.0385126 0.1813608 0.3233877 0.1493813 0.0712477 0.2327182 0.1020032 0.09369169999999999 0.0740468 0.9051832999999999|0 0 0 0 1 1 0 1 1
rainy_044|も お あ え な ・ く て ・|m o o a e n a k u t e|A4 C5 E5 B4 B4 B4 G4 G4 G4|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.7058823529411765 0.17647058823529413|0.0373967 0.1344931 0.17604979999999998 0.33698809999999996 0.1745387 0.0483571 0.2893866 0.0991483 0.0701014 0.08613599999999999 0.9535404|0 0 0 0 1 1 0 1 1
rainy_045|さ み し さ が ・ む ね お し め つ け た ・|s a m i sh i s a g a m u n e o sh i m e ts u k e t a|E4 F4 G4 G4 G4 G4 G4 G#4/Ab4 F4 E4 D4 D4 C4 C4 C4|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.08823529411764706|0.1065366 0.1216481 0.042312499999999996 0.0921806 0.11711469999999999 0.24480749999999998 0.1182182 0.1326339 0.0438367 0.49262429999999996 0.0589351 0.2674749 0.0491126 0.33169909999999997 0.2893867 0.1299595 0.2644526 0.058179499999999995 0.2236513 0.14356 0.2274292 0.0884027 0.1012476 0.0740467 0.28636439999999996|0 0 0 0 1 1 0 0 0 0 0 0 0 1 1
rainy_046|き み の な ま ・ え お ・ ・|k i m i n o n a m a e o|C4 C4 C5 B4 B4 B4 C5 C5 C5 C5|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.7058823529411765 0.5294117647058824|0.0302231 0.08840279999999999 0.0468458 0.0793358 0.0959585 0.3248989 0.0392901 0.14549689999999998 0.0365976 0.5538784999999999 0.1764706 1.3235294|0 0 0 0 1 1 0 1 1 1
rainy_047|な ん か い よ ん ・ で も ・|n a N k a i y o N d e m o|A4 C5 D5 E5 B4 B4 B4 G4 G4 G4|0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.7058823529411765 0.17647058823529413|0.0451339 0.3529411 0.2660788 0.11106999999999999 0.3143208 0.28705359999999996 0.0803004 0.2015968 0.25085219999999997 0.0769627 0.13006579999999998 0.0408013 0.9565627|0 0 0 0 0 1 1 0 1 1
rainy_048|あ め の お と に か き け さ れ て く|a m e n o o t o n i k a k i k e s a r e t e k u|E4 F4 G4 G4 G4 G4 D5 B4 B4 B4 A4 B4 C5|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.7058823529411765 0.35294117647058826 0.35294117647058826 1.0588235294117647|0.1284483 0.0445792 0.10857639999999999 0.056883699999999995 0.3377553 0.2772975 0.0997363 0.32943239999999996 0.0400457 0.2228957 0.11862589999999999 0.2614302 0.1027587 0.2614303 0.08386919999999999 0.2432964 0.1360042 0.6256191999999999 0.0725355 0.25085219999999997 0.09369179999999999 0.274275 0.0906695 0.9633628999999999|0 0 0 0 0 0 0 0 0 0 0 0 0
rainy_049|も お あ え な ・ く て ・|m o o a e n a k u t e|A4 C5 E5 D5 D5 D5 A4 A4 A4|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.7058823529411765 0.17647058823529413|0.027200799999999997 0.1473379 0.1662273 0.2946757 0.2115621 0.047203999999999996 0.2436938 0.105781 0.0846248 0.0748023 0.9550516|0 0 0 0 1 1 0 1 1
rainy_050|ま だ あ い た ・ く て|m a d a a i t a k u t e|A4 C5 E5 F5 D5 D5 C5 D5|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.17647058823529413 1.0588235294117647|0.0352094 0.13252899999999998 0.0370234 0.1707608 0.3490774 0.1337374 0.0710244 0.3725004 0.09973639999999999 0.10351429999999999 0.0672465 0.8772268999999999|0 0 0 0 1 1 0 0
rainy_051|こ え が|k o e g a|A4 A4 G4|0.17647058823529413 0.17647058823529413 0.7058823529411765|0.0188895 0.1662273 0.163205 0.0619575 0.7161751|0 0 0
rainy_052|か れ る ま で さ け ん ・ で も ・|k a r e r u m a d e s a k e N d e m o|G4 G#4/Ab4 A4 B4 E4 D5 C5 C5 C5 B4 C5 C5|0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.17647058823529413 0.7058823529411765 0.17647058823529413|0.0347566 0.321121 0.0596907 0.29392009999999996 0.0332455 0.2886311 0.0544017 0.2712527 0.053646099999999995 0.2599191 0.12431679999999999 0.2897404 0.077069 0.2160955 0.26218589999999997 0.0521349 0.1360042 0.0415568 0.8779825|0 0 0 0 0 0 0 1 1 0 1 1
rainy_053|う か び|u k a b i|C5 D5 E5|0.17647058823529413 0.17647058823529413 0.7058823529411765|0.1307151 0.0483571 0.1480934 0.0272009 0.6986599|0 0 0
rainy_054|あ が る|a g a r u|C5 D5 E5|0.17647058823529413 0.17647058823529413 0.7058823529411765|0.1843612 0.0445792 0.1586715 0.0279564 0.6831364|0 0 0
rainy_055|き み の え が ・ お が ・|k i m i n o e g a o g a|C5 D5 E5 F5 D5 D5 C5 D5 D5|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.7058823529411765|0.044579099999999997 0.1276928 0.043067999999999995 0.13751539999999998 0.0347566 0.33431669999999997 0.1590762 0.053646099999999995 0.49316 0.2019725 0.0423124 0.8054469|0 0 0 0 1 1 0 1 1
rainy_056|ぼ く の ・|b o k u n o|B4 C5 D5 D5|0.17647058823529413 0.17647058823529413 0.7058823529411765 0.17647058823529413|0.028711999999999998 0.0921806 0.0793357 0.1443156 0.0415568 0.7616234|0 0 1 1
rainy_057|ほ ほ お|h o h o o|B4 C5 D5|0.17647058823529413 0.17647058823529413 0.7058823529411765|0.060900499999999996 0.13857229999999998 0.049868199999999994 0.1645007 0.7058824|0 0 0
rainy_058|ぬ ら し て く ・ だ け ・|n u r a sh i t e k u d a k e|D5 D5 D5 E5 C5 C5 B4 C5 C5|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.5294117647058824|0.034000999999999997 0.1154202 0.020583999999999998 0.1088034 0.1004919 0.278053 0.07253559999999999 0.09973639999999999 0.0748023 0.4941485 0.0392901 0.11862589999999999 0.0710244 0.7812684|0 0 0 0 1 1 0 1 1
rainy_059|あ わ い|a w a i|E4 F4 G4|0.17647058823529413 0.17647058823529413 0.7058823529411765|0.1329819 0.0491126 0.1496643 0.7058824|0 0 0
rainy_060|ざ ・ ん ぞ お が す り ぬ け て ・|z a N z o o g a s u r i n u k e t e|G4 G4 G4 F4 E4 F4 G4 C5 B4 C5 C5 C5|0.35294117647058826 0.17647058823529413 0.17647058823529413 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.7058823529411765|0.0438236 0.4374801 0.1905626 0.0675789 0.33196549999999997 0.3044982 0.0748023 0.2425408 0.12542609999999998 0.234985 0.1307151 0.29392009999999996 0.0528905 0.23800739999999998 0.1042698 0.10834429999999999 0.059394199999999994 0.819803|1 1 0 0 0 0 0 0 0 0 1 1
rainy_061|あ め に ぬ れ た お お も か げ ・ ・|a m e n i n u r e t a o o m o k a g e|C4 D4 E4 F4 E4 D4 C4 B3 B3 C4 C4 C4 C4|0.17647058823529413 0.17647058823529413 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.35294117647058826 0.17647058823529413 0.17647058823529413 0.7058823529411765 1.0588235294117647|0.1140924 0.057681699999999995 0.1349909 0.0506237 0.2946757 0.0566685 0.3105428 0.0348513 0.28098059999999997 0.0793358 0.33547699999999997 0.36303009999999997 0.3101906 0.0491126 0.2470742 0.099505 0.1626809 0.053646099999999995 1.8987694|0 0 0 0 0 0 0 0 0 0 1 1 1
lost_and_cry_000|だ れ か が は じ め ・ た ん だ あ て ・ ・ ・|d a r e k a g a h a j i m e t a N d a a t e|A4 A4 A4 A4 G#4/Ab4 A4 G#4/Ab4 G#4/Ab4 F#4/Gb4 E4 E4 F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4|0.16666666666666666 0.16666666666666666 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.3333333333333333 0.3333333333333333 0.16666666666666666 0.16666666666666666 0.6666666666666666 0.3333333333333333 0.08333333333333333|0.0354337 0.12399339999999999 0.0420066 0.0924864 0.0745136 0.27999999999999997 0.053 0.26799999999999996 0.066 0.2498058 0.0831942 0.1376806 0.0293194 0.2590659 0.0739341 0.17520919999999998 0.2885045 0.0362863 0.33299999999999996 0.1093193 0.057680699999999994 1.3076501|0 0 0 0 0 0 1 1 0 0 0 0 1 1 1 1
lost_and_cry_001|ふ く ろ こ じ の よ ・ な い い わ け ・ ・|f u k u r o k o j i n o y o n a i i w a k e|A4 A4 A4 A4 G#4/Ab4 A4 B4 B4 A4 G#4/Ab4 G#4/Ab4 A4 A4 A4 A4|0.16666666666666666 0.16666666666666666 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.3333333333333333 0.3333333333333333 0.16666666666666666 0.16666666666666666 0.6666666666666666 0.6666666666666666|0.0385345 0.0793357 0.0831774 0.121 0.045 0.248749 0.085251 0.26899999999999996 0.064 0.2904114 0.0425886 0.10664349999999999 0.08148899999999999 0.2811056 0.0318296 0.15092529999999998 0.348007 0.27499999999999997 0.0567392 0.0847653 0.0793218 1.5549951|0 0 0 0 0 0 1 1 0 0 0 0 1 1 1
lost_and_cry_002|た い さ な い き ま ・ ぐ れ な こ と ・ ・|t a i s a n a i k i m a g u r e n a k o t o|C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 B4 C#5/Db5 D5 D5 C#5/Db5 B4 B4 C#5/Db5 A4 A4 A4|0.16666666666666666 0.16666666666666666 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.3333333333333333 0.3333333333333333 0.16666666666666666 0.16666666666666666 0.6666666666666666 0.25|0.0342595 0.1314916 0.1308282 0.08842069999999999 0.2960123 0.0369877 0.33299999999999996 0.2442665 0.0897335 0.1313403 0.0346597 0.29457869999999997 0.0394213 0.1386008 0.0273992 0.30095079999999996 0.0330492 0.2483965 0.0846035 0.08615729999999999 0.08084269999999999 1.1055709|0 0 0 0 0 0 1 1 0 0 0 0 1 1 1
lost_and_cry_003|こ ど|k o d o|G#4/Ab4 F#4/Gb4|0.6666666666666666 0.6666666666666666|0.030395099999999998 0.615 0.057449999999999994 0.66055|0 0
lost_and_cry_004|も だ ま し の よ うぉ だ|m o d a m a sh i n o y o w o d a|F#4/Gb4 G#4/Ab4 A4 E4 C#5/Db5 B4 D5 C#5/Db5|0.16666666666666666 0.16666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666|0.0347069 0.0948928 0.042054499999999995 0.1366166 0.030383399999999998 0.5619957 0.1095589 0.5802845 0.0811609 0.5738080999999999 0.0931919 0.5669238 0.09907619999999999 0.6047454999999999 0.06497979999999999 0.6222747|0 0 0 0 0 0 0 0
lost_and_cry_005|ほ ほ に ・ ふ れ ・ た も の の よ ・ ・お わ る|h o h o n i f u r e t a m o n o n o y o gts o w a r u|B4 C#5/Db5 D5 D5 C#5/Db5 A4 A4 E4 A4 A4 A4 A4 A4 G#4/Ab4 F#4/Gb4 E4|0.3333333333333333 0.16666666666666666 0.16666666666666666 0.3333333333333333 0.16666666666666666 0.16666666666666666 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.6666666666666666 0.16666666666666666 0.16666666666666666 0.3333333333333333|0.036267799999999996 0.240274 0.08435949999999999 0.1314472 0.0345528 0.4137942 0.0793358 0.1399992 0.0338708 0.42001489999999997 0.0820875 0.24915559999999998 0.081742 0.29507659999999997 0.0389234 0.27114089999999996 0.0618591 0.22570489999999999 0.09744689999999999 0.9323570999999999 0.0680021 0.117489 0.059 0.12363039999999999 0.0433696 0.3028319|0 0 1 1 0 1 1 0 0 0 0 1 1 0 0 0
lost_and_cry_006|こ と な く な が ・ れ つ ず け て ・い る|k o t o n a k u n a g a r e ts u z u k e t e gts i r u|D4 A4 A4 G#4/Ab4 F#4/Gb4 E4 E4 B3 C#5/Db5 B4 D5 C#5/Db5 B4 G#4/Ab4|0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.16666666666666666 0.16666666666666666 0.3333333333333333 0.3333333333333333 0.6666666666666666 0.6666666666666666 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333|0.0256897 0.2319626 0.0907395 0.29912859999999997 0.0340247 0.23497189999999998 0.0978748 0.2909324 0.0430676 0.12266579999999999 0.043334199999999996 0.4433128 0.0566872 0.1767866 0.1572134 0.5832537999999999 0.08274619999999999 0.5647848 0.1056609 0.26381709999999997 0.0657372 0.2931627 0.0657354 0.26218579999999997 0.0380837 0.2998324|0 0 0 0 0 1 1 0 0 0 0 0 0 0
lost_and_cry_007|う つ り ゆ く ・ も の ・ ・|u ts u r i y u k u m o n o|A4 A4 G#4/Ab4 A4 E4 E4 A4 B4 B4 B4|0.16666666666666666 0.16666666666666666 0.16666666666666666 0.3333333333333333 0.16666666666666666 0.16666666666666666 0.3333333333333333 0.16666666666666666 0.5 0.08333333333333333|0.10578109999999999 0.0891583 0.13401369999999999 0.0348743 0.0797565 0.081 0.23023929999999998 0.1027607 0.2614283 0.06805169999999999 0.2680647 0.0655974 0.7919176|0 0 0 0 1 1 0 1 1 1
lost_and_cry_008|やっ か い な ・ お も い ・|y a cl k a i n a o m o i|C#5/Db5 B4 D5 C#5/Db5 C#5/Db5 C#5/Db5 B4 A4 A4|0.3333333333333333 0.16666666666666666 0.3333333333333333 0.16666666666666666 0.5 0.16666666666666666 0.16666666666666666 0.3333333333333333 0.08333333333333333|0.0438235 0.2283797 0.0791409 0.0241785 0.1398939 0.3214935 0.0348368 0.6478649 0.1572992 0.0318296 0.1286539 0.49645599999999995|0 0 0 1 1 0 0 1 1
lost_and_cry_009|こ うぉ し き も ぜ ・い た く だ ・|k o w o sh i k i m o z e gts i t a k u d a|D5 D5 D5 C#5/Db5 A4 E4 F#4/Gb4 E4 C#5/Db5 E5 E5|0.6666666666666666 0.3333333333333333 0.16666666666666666 0.16666666666666666 0.6666666666666666 0.3333333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5|0.0302773 0.6627429 0.025244199999999998 0.217334 0.108 0.08448069999999999 0.08251929999999999 0.1144327 0.051567299999999996 0.5516386 0.11536139999999999 0.2639391 0.0730577 0.5706954 0.09746969999999999 0.5470389999999999 0.1147991 0.5939338 0.0720662 1.2898349999999998|0 0 0 0 0 0 0 0 0 1 1
